site_name,country,text_type,source,text,chars
Temple of the Winged Lions,Jordan,qa,wikipedia_rest,"Question: Summarize Temple of the Winged Lions. Answer: The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV. The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting of two majestic temples, the Qasr al-Bint and, opposite, the Temple of the Winged Li",406
Temple of the Winged Lions,Jordan,qa,wikipedia_rest,"Question: What is special about Temple of the Winged Lions? Answer: The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV. The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting of two majestic temples, the Qasr ",368
Temple of the Winged Lions,Jordan,chat,wikipedia_api+csv,"User: Tell me about Temple of the Winged Lions. Assistant: The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV (9 BCE 40 CE). The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting  User: Where is it? Assistant: Temple of the Winged Lions is in Jordan, Asia.",416
Blue Pillar Chapel,Jordan,dossier,curated_csv,Site: Blue Pillar Chapel. Country: Jordan. Continent: Asia. Era: 5th century AD (midpoint 450 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Rock-cut chapel architecture. Material: Sandstone. Structure: Chapel structure. Preservation: Moderate. Popularity: Low.,287
Blue Pillar Chapel,Jordan,qa,curated_csv,"Question: Where is Blue Pillar Chapel? Answer: Blue Pillar Chapel is in Jordan, Asia.",85
Blue Pillar Chapel,Jordan,qa,curated_csv,Question: What is the architecture of Blue Pillar Chapel? Answer: Rock-cut chapel architecture using Sandstone.,111
Blue Pillar Chapel,Jordan,qa,curated_csv,"Question: What era is Blue Pillar Chapel from? Answer: Blue Pillar Chapel belongs to the 5th century AD era, associated with Nabataean Kingdom.",143
Blue Pillar Chapel,Jordan,qa,curated_csv,Question: What religion is linked to Blue Pillar Chapel? Answer: Nabataean. Structure type: Chapel structure. Preservation: Moderate.,133
Blue Pillar Chapel,Jordan,qa,curated_csv,Question: Tell me about Blue Pillar Chapel. Answer: Site: Blue Pillar Chapel. Country: Jordan. Continent: Asia. Era: 5th century AD (midpoint 450 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Rock-cut chapel architecture. Material: Sandstone. Structure: Chapel structure. Preservation: Moderate. Popularity: Low.,339
Obelisk Tomb & Bab as-Siq,Jordan,dossier,curated_csv,Site: Obelisk Tomb & Bab as-Siq. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Tomb and monumental. Preservation: Good. Popularity: Moderate-High.,296
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,"Question: Where is Obelisk Tomb & Bab as-Siq? Answer: Obelisk Tomb & Bab as-Siq is in Jordan, Asia.",99
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,Question: What is the architecture of Obelisk Tomb & Bab as-Siq? Answer: Nabataean rock-cut tomb using Sandstone.,113
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,"Question: What era is Obelisk Tomb & Bab as-Siq from? Answer: Obelisk Tomb & Bab as-Siq belongs to the 1st century AD era, associated with Nabataean Kingdom.",157
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,Question: What religion is linked to Obelisk Tomb & Bab as-Siq? Answer: Funerary. Structure type: Tomb and monumental. Preservation: Good.,138
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,Question: Tell me about Obelisk Tomb & Bab as-Siq. Answer: Site: Obelisk Tomb & Bab as-Siq. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Tomb and monumental. Preservation: Good. Popularity: Moderate-High.,355
The Royal Tombs,Jordan,dossier,curated_csv,Site: The Royal Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Series of royal tombs. Preservation: Moderate. Popularity: Moderate.,305
The Royal Tombs,Jordan,qa,curated_csv,"Question: Where is The Royal Tombs? Answer: The Royal Tombs is in Jordan, Asia.",79
The Royal Tombs,Jordan,qa,curated_csv,Question: What is the architecture of The Royal Tombs? Answer: Nabataean rock-cut tomb using Sandstone.,103
The Royal Tombs,Jordan,qa,curated_csv,"Question: What era is The Royal Tombs from? Answer: The Royal Tombs belongs to the 1st century BCE - 2nd century CE era, associated with Nabataean Kingdom.",155
The Royal Tombs,Jordan,qa,curated_csv,Question: What religion is linked to The Royal Tombs? Answer: Funerary. Structure type: Series of royal tombs. Preservation: Moderate.,134
The Royal Tombs,Jordan,qa,curated_csv,Question: Tell me about The Royal Tombs. Answer: Site: The Royal Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Series of royal tombs. Preservation: Moderate. Popularity: Moderate.,354
The Temenos Gate,Jordan,dossier,curated_csv,Site: The Temenos Gate. Country: Jordan. Continent: Asia. Era: 1st - 2nd century AD (midpoint 100 AD). Civilization: Roman . Religion: Roman / Nabataean. Architecture: Masonry & sandstone. Material: Sandstone. Structure: triple-arched gateway. Preservation: Moderate. Popularity: Low-Moderate.,293
The Temenos Gate,Jordan,qa,curated_csv,"Question: Where is The Temenos Gate? Answer: The Temenos Gate is in Jordan, Asia.",81
The Temenos Gate,Jordan,qa,curated_csv,Question: What is the architecture of The Temenos Gate? Answer: Masonry & sandstone using Sandstone.,100
The Temenos Gate,Jordan,qa,curated_csv,"Question: What era is The Temenos Gate from? Answer: The Temenos Gate belongs to the 1st - 2nd century AD era, associated with Roman.",133
The Temenos Gate,Jordan,qa,curated_csv,Question: What religion is linked to The Temenos Gate? Answer: Roman / Nabataean. Structure type: triple-arched gateway. Preservation: Moderate.,144
The Temenos Gate,Jordan,qa,curated_csv,Question: Tell me about The Temenos Gate. Answer: Site: The Temenos Gate. Country: Jordan. Continent: Asia. Era: 1st - 2nd century AD (midpoint 100 AD). Civilization: Roman . Religion: Roman / Nabataean. Architecture: Masonry & sandstone. Material: Sandstone. Structure: triple-arched gateway. Preservation: Moderate. Popularity: Low-Moderate.,343
The Nabataean Theatre,Jordan,dossier,curated_csv,"Site: The Nabataean Theatre. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Theatre. Architecture: Rock-cut, masonry. Material: Sandstone. Structure: Carved amphitheater. Preservation: Good. Popularity: High.",276
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: Where is The Nabataean Theatre? Answer: The Nabataean Theatre is in Jordan, Asia.",91
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: What is the architecture of The Nabataean Theatre? Answer: Rock-cut, masonry using Sandstone.",103
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: What era is The Nabataean Theatre from? Answer: The Nabataean Theatre belongs to the 1st century AD era, associated with Nabataean Kingdom.",149
The Nabataean Theatre,Jordan,qa,curated_csv,Question: What religion is linked to The Nabataean Theatre? Answer: Theatre. Structure type: Carved amphitheater. Preservation: Good.,133
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: Tell me about The Nabataean Theatre. Answer: Site: The Nabataean Theatre. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Theatre. Architecture: Rock-cut, masonry. Material: Sandstone. Structure: Carved amphitheater. Preservation: Good. Popularity: High.",331
Facade Tombs,Jordan,dossier,curated_csv,Site: Facade Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Multiple tomb. Preservation: Good. Popularity: Moderate.,290
Facade Tombs,Jordan,qa,curated_csv,"Question: Where is Facade Tombs? Answer: Facade Tombs is in Jordan, Asia.",73
Facade Tombs,Jordan,qa,curated_csv,Question: What is the architecture of Facade Tombs? Answer: Nabataean rock-cut tomb using Sandstone.,100
Facade Tombs,Jordan,qa,curated_csv,"Question: What era is Facade Tombs from? Answer: Facade Tombs belongs to the 1st century BCE - 2nd century CE era, associated with Nabataean Kingdom.",149
Facade Tombs,Jordan,qa,curated_csv,Question: What religion is linked to Facade Tombs? Answer: Funerary. Structure type: Multiple tomb. Preservation: Good.,119
Facade Tombs,Jordan,qa,curated_csv,Question: Tell me about Facade Tombs. Answer: Site: Facade Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Multiple tomb. Preservation: Good. Popularity: Moderate.,336
Al-Khazneh,Jordan,dossier,curated_csv,"Site: Al-Khazneh. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Sandstone rock-cut. Material: Sandstone. Structure: Carved facade, treasury. Preservation: Excellent. Popularity: Very high.",282
Al-Khazneh,Jordan,qa,curated_csv,"Question: Where is Al-Khazneh? Answer: Al-Khazneh is in Jordan, Asia.",69
Al-Khazneh,Jordan,qa,curated_csv,Question: What is the architecture of Al-Khazneh? Answer: Sandstone rock-cut using Sandstone.,93
Al-Khazneh,Jordan,qa,curated_csv,"Question: What era is Al-Khazneh from? Answer: Al-Khazneh belongs to the 1st century AD era, associated with Nabataean Kingdom.",127
Al-Khazneh,Jordan,qa,curated_csv,"Question: What religion is linked to Al-Khazneh? Answer: Nabataean. Structure type: Carved facade, treasury. Preservation: Excellent.",133
Al-Khazneh,Jordan,qa,curated_csv,"Question: Tell me about Al-Khazneh. Answer: Site: Al-Khazneh. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Sandstone rock-cut. Material: Sandstone. Structure: Carved facade, treasury. Preservation: Excellent. Popularity: Very high.",326
Al-Khazneh,Jordan,qa,wikipedia_rest,"Question: Summarize Al-Khazneh. Answer: Al-Khazneh, also known as Khaznat el-Far'oun, is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings in this ancient town, including the Monastery, this structure was carved out of a sandstone rock face.",350
Al-Khazneh,Jordan,qa,wikipedia_rest,"Question: What is special about Al-Khazneh? Answer: Al-Khazneh, also known as Khaznat el-Far'oun, is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings in this ancient town, including the Monastery, this structure was carved out of a sandstone ",352
Al-Khazneh,Jordan,chat,wikipedia_api+csv,"User: Tell me about Al-Khazneh. Assistant: Al-Khazneh (Arabic: ; IPA: [al.xaz.na], ""The Treasury""), also known as Khaznat el-Far'oun (treasury of the pharaoh), is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings i User: Where is it? Assistant: Al-Khazneh is in Jordan, Asia.",384
Great Wall of China,China,dossier,curated_csv,"Site: Great Wall of China. Country: China. Continent: Asia. Era: 7th century BCE - 16th century CE (midpoint 500 CE). Civilization: Ming & Qing Dynasties. Religion: Secular. Architecture: Military Defensive fortification. Material: Stone, brick. Structure: Wall system with watchtowers. Preservation: Good. Popularity: Very high.",329
Great Wall of China,China,qa,curated_csv,"Question: Where is Great Wall of China? Answer: Great Wall of China is in China, Asia.",86
Great Wall of China,China,qa,curated_csv,"Question: What is the architecture of Great Wall of China? Answer: Military Defensive fortification using Stone, brick.",119
Great Wall of China,China,qa,curated_csv,"Question: What era is Great Wall of China from? Answer: Great Wall of China belongs to the 7th century BCE - 16th century CE era, associated with Ming & Qing Dynasties.",168
Great Wall of China,China,qa,curated_csv,Question: What religion is linked to Great Wall of China? Answer: Secular. Structure type: Wall system with watchtowers. Preservation: Good.,140
Great Wall of China,China,qa,curated_csv,"Question: Tell me about Great Wall of China. Answer: Site: Great Wall of China. Country: China. Continent: Asia. Era: 7th century BCE - 16th century CE (midpoint 500 CE). Civilization: Ming & Qing Dynasties. Religion: Secular. Architecture: Military Defensive fortification. Material: Stone, brick. Structure: Wall system with watchtowers. Preservation: Good. Popularity: Very high.",382
Great Wall of China,China,qa,wikipedia_rest,Question: Summarize Great Wall of China. Answer: The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined together in the Qin dynasty. Successive dynasties exp,399
Great Wall of China,China,qa,wikipedia_rest,Question: What is special about Great Wall of China? Answer: The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined tog,361
Great Wall of China,China,chat,wikipedia_api+csv,"User: Tell me about Great Wall of China. Assistant: The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; t User: Where is it? Assistant: Great Wall of China is in China, Asia.",401
Forbidden City,China,dossier,curated_csv,"Site: Forbidden City. Country: China. Continent: Asia. Era: 15th century CE (midpoint 1500 CE). Civilization: Ming & Qing Dynasties. Religion: Confucian. Architecture: Imperial Chinese palace architecture. Material: Wood, stone. Structure: Palace complex with courtyards. Preservation: Excellent. Popularity: Very high.",319
Forbidden City,China,qa,curated_csv,"Question: Where is Forbidden City? Answer: Forbidden City is in China, Asia.",76
Forbidden City,China,qa,curated_csv,"Question: What is the architecture of Forbidden City? Answer: Imperial Chinese palace architecture using Wood, stone.",117
Forbidden City,China,qa,curated_csv,"Question: What era is Forbidden City from? Answer: Forbidden City belongs to the 15th century CE era, associated with Ming & Qing Dynasties.",140
Forbidden City,China,qa,curated_csv,Question: What religion is linked to Forbidden City? Answer: Confucian. Structure type: Palace complex with courtyards. Preservation: Excellent.,144
Forbidden City,China,qa,curated_csv,"Question: Tell me about Forbidden City. Answer: Site: Forbidden City. Country: China. Continent: Asia. Era: 15th century CE (midpoint 1500 CE). Civilization: Ming & Qing Dynasties. Religion: Confucian. Architecture: Imperial Chinese palace architecture. Material: Wood, stone. Structure: Palace complex with courtyards. Preservation: Excellent. Popularity: Very high.",367
Forbidden City,China,qa,wikipedia_rest,"Question: Summarize Forbidden City. Answer: The Forbidden City is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The palace is now administered by the Palace Museum and has been a UNESCO World Heritage Site since 1987. ",394
Forbidden City,China,qa,wikipedia_rest,"Question: What is special about Forbidden City? Answer: The Forbidden City is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The palace is now administered by the Palace Museum and ",356
Forbidden City,China,chat,wikipedia_api+csv,"User: Tell me about Forbidden City. Assistant: The Forbidden City (Chinese: ; pinyin: Z j nch ng) is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The  User: Where is it? Assistant: Forbidden City is in China, Asia.",391
Terracotta Army,China,dossier,curated_csv,"Site: Terracotta Army . Country: China. Continent: Asia. Era: 3rd century BCE (midpoint 220 BCE). Civilization: Qin Dynasty. Religion: Ancestor worship. Architecture: Funerary sculptural architecture. Material: Terracotta, earth. Structure: Pits containing life-size warriors. Preservation: Good. Popularity: Very high.",319
Terracotta Army,China,qa,curated_csv,"Question: Where is Terracotta Army? Answer: Terracotta Army is in China, Asia.",78
Terracotta Army,China,qa,curated_csv,"Question: What is the architecture of Terracotta Army? Answer: Funerary sculptural architecture using Terracotta, earth.",120
Terracotta Army,China,qa,curated_csv,"Question: What era is Terracotta Army from? Answer: Terracotta Army belongs to the 3rd century BCE era, associated with Qin Dynasty.",132
Terracotta Army,China,qa,curated_csv,Question: What religion is linked to Terracotta Army? Answer: Ancestor worship. Structure type: Pits containing life-size warriors. Preservation: Good.,151
Terracotta Army,China,qa,curated_csv,"Question: Tell me about Terracotta Army. Answer: Site: Terracotta Army . Country: China. Continent: Asia. Era: 3rd century BCE (midpoint 220 BCE). Civilization: Qin Dynasty. Religion: Ancestor worship. Architecture: Funerary sculptural architecture. Material: Terracotta, earth. Structure: Pits containing life-size warriors. Preservation: Good. Popularity: Very high.",368
Terracotta Army,China,qa,wikipedia_rest,"Question: Summarize Terracotta Army. Answer: The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife.",310
Terracotta Army,China,qa,wikipedia_rest,"Question: What is special about Terracotta Army? Answer: The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife.",322
Terracotta Army,China,chat,wikipedia_api+csv,"User: Tell me about Terracotta Army. Assistant: The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife. The figures, d User: Where is it? Assistant: Terracotta Army is in China, Asia.",393
Mogao Caves,China,dossier,curated_csv,Site: Mogao Caves. Country: China. Continent: Asia. Era: 4th-14th century CE (midpoint 900 CE). Civilization: Ancient Chinese. Religion: Buddhism. Architecture: Rock-cut cave & mural architecture. Material: Sandstone. Structure: 492 caves with sculptures. Preservation: Good. Popularity: High.,293
Mogao Caves,China,qa,curated_csv,"Question: Where is Mogao Caves? Answer: Mogao Caves is in China, Asia.",70
Mogao Caves,China,qa,curated_csv,Question: What is the architecture of Mogao Caves? Answer: Rock-cut cave & mural architecture using Sandstone.,110
Mogao Caves,China,qa,curated_csv,"Question: What era is Mogao Caves from? Answer: Mogao Caves belongs to the 4th-14th century CE era, associated with Ancient Chinese.",132
Mogao Caves,China,qa,curated_csv,Question: What religion is linked to Mogao Caves? Answer: Buddhism. Structure type: 492 caves with sculptures. Preservation: Good.,130
Mogao Caves,China,qa,curated_csv,Question: Tell me about Mogao Caves. Answer: Site: Mogao Caves. Country: China. Continent: Asia. Era: 4th-14th century CE (midpoint 900 CE). Civilization: Ancient Chinese. Religion: Buddhism. Architecture: Rock-cut cave & mural architecture. Material: Sandstone. Structure: 492 caves with sculptures. Preservation: Good. Popularity: High.,338
Mogao Caves,China,wiki_description,wikipedia_rest,"Mogao Caves: Caves near Dunhuang City, Gansu, China.",52
Mogao Caves,China,qa,wikipedia_rest,"Question: Summarize Mogao Caves. Answer: The Mogao Caves, also known as the Thousand Buddha Grottoes or Caves of the Thousand Buddhas, form a system of 500 temples 25 km (16 mi) southeast of the center of Dunhuang, an oasis located at a religious and cultural crossroads on the Silk Road, in Gansu province, China. The caves may also be known as the Dunhuang Caves; however, this term is als",391
Mogao Caves,China,qa,wikipedia_rest,"Question: What is special about Mogao Caves? Answer: The Mogao Caves, also known as the Thousand Buddha Grottoes or Caves of the Thousand Buddhas, form a system of 500 temples 25 km (16 mi) southeast of the center of Dunhuang, an oasis located at a religious and cultural crossroads on the Silk Road, in Gansu province, China. The caves may also be know",353
Mogao Caves,China,chat,wikipedia_api+csv,"User: Tell me about Mogao Caves. Assistant: The Mogao Caves, also known as the Thousand Buddha Grottoes or Caves of the Thousand Buddhas, form a system of 500 temples 25 km (16 mi) southeast of the center of Dunhuang, an oasis located at a religious and cultural crossroads on the Silk Road, in Gansu province, China. The ca User: Where is it? Assistant: Mogao Caves is in China, Asia.",385
Potala Palace,China,dossier,curated_csv,"Site: Potala Palace. Country: China. Continent: Asia. Era: 7th-17th century CE (midpoint 1650 CE). Civilization: Tibetan Empire. Religion: Buddhism. Architecture: Tibetan monastic-palace architecture. Material: Stone, wood, rammed earth. Structure: Palace & monastery complex. Preservation: Good. Popularity: Very high.",319
Potala Palace,China,qa,curated_csv,"Question: Where is Potala Palace? Answer: Potala Palace is in China, Asia.",74
Potala Palace,China,qa,curated_csv,"Question: What is the architecture of Potala Palace? Answer: Tibetan monastic-palace architecture using Stone, wood, rammed earth.",130
Potala Palace,China,qa,curated_csv,"Question: What era is Potala Palace from? Answer: Potala Palace belongs to the 7th-17th century CE era, associated with Tibetan Empire.",135
Potala Palace,China,qa,curated_csv,Question: What religion is linked to Potala Palace? Answer: Buddhism. Structure type: Palace & monastery complex. Preservation: Good.,133
Potala Palace,China,qa,curated_csv,"Question: Tell me about Potala Palace. Answer: Site: Potala Palace. Country: China. Continent: Asia. Era: 7th-17th century CE (midpoint 1650 CE). Civilization: Tibetan Empire. Religion: Buddhism. Architecture: Tibetan monastic-palace architecture. Material: Stone, wood, rammed earth. Structure: Palace & monastery complex. Preservation: Good. Popularity: Very high.",366
Potala Palace,China,qa,wikipedia_rest,"Question: Summarize Potala Palace. Answer: Potala Palace is a museum complex in Lhasa, the capital of the Tibet Autonomous Region of China. It was formerly the winter palace of the Dalai Lamas, built in the dzong style on Marpo Ri. From 1649 until 1959 it served as the Dalai Lamas' residence, after which it became chiefly a museum following the annexation of Tibet by the People's Republic o",393
Potala Palace,China,qa,wikipedia_rest,"Question: What is special about Potala Palace? Answer: Potala Palace is a museum complex in Lhasa, the capital of the Tibet Autonomous Region of China. It was formerly the winter palace of the Dalai Lamas, built in the dzong style on Marpo Ri. From 1649 until 1959 it served as the Dalai Lamas' residence, after which it became chiefly a museum following ",355
Potala Palace,China,chat,wikipedia_api+csv,"User: Tell me about Potala Palace. Assistant: Potala Palace (Tibetan: , Wylie: pho brang po ta la; simplified Chinese: ; traditional Chinese: ; pinyin: B d l G ng) is a museum complex in Lhasa, the capital of the Tibet Autonomous Region of China. It was formerly the winter palace of the Dalai Lamas, built in the dzong style  User: Where is it? Assistant: Potala Palace is in China, Asia.",389
Ming Xiaoling Mausoleum,China,dossier,curated_csv,"Site: Ming Xiaoling Mausoleum. Country: China. Continent: Asia. Era: 14th century CE (midpoint 1400 CE). Civilization: Ming Dynasty. Religion: Ancestor worship. Architecture: Imperial mausoleum. Material: Stone, brick. Structure: Mausoleum with pavilions. Preservation: Good. Popularity: High.",293
Ming Xiaoling Mausoleum,China,qa,curated_csv,"Question: Where is Ming Xiaoling Mausoleum? Answer: Ming Xiaoling Mausoleum is in China, Asia.",94
Ming Xiaoling Mausoleum,China,qa,curated_csv,"Question: What is the architecture of Ming Xiaoling Mausoleum? Answer: Imperial mausoleum using Stone, brick.",109
Ming Xiaoling Mausoleum,China,qa,curated_csv,"Question: What era is Ming Xiaoling Mausoleum from? Answer: Ming Xiaoling Mausoleum belongs to the 14th century CE era, associated with Ming Dynasty.",149
Ming Xiaoling Mausoleum,China,qa,curated_csv,Question: What religion is linked to Ming Xiaoling Mausoleum? Answer: Ancestor worship. Structure type: Mausoleum with pavilions. Preservation: Good.,149
Ming Xiaoling Mausoleum,China,qa,curated_csv,"Question: Tell me about Ming Xiaoling Mausoleum. Answer: Site: Ming Xiaoling Mausoleum. Country: China. Continent: Asia. Era: 14th century CE (midpoint 1400 CE). Civilization: Ming Dynasty. Religion: Ancestor worship. Architecture: Imperial mausoleum. Material: Stone, brick. Structure: Mausoleum with pavilions. Preservation: Good. Popularity: High.",350
Ming Xiaoling Mausoleum,China,qa,wikipedia_rest,"Question: Summarize Ming Xiaoling Mausoleum. Answer: The Ming Xiaoling is the mausoleum of the Hongwu Emperor, the founder of the Ming dynasty. It lies at the southern foot of Purple Mountain, located east of the historical centre of Nanjing. The legend says that in order to prevent robbery of the tomb, 13 identical processions of funeral troops started from 13 city gates to obscure the real burying ",403
Ming Xiaoling Mausoleum,China,qa,wikipedia_rest,"Question: What is special about Ming Xiaoling Mausoleum? Answer: The Ming Xiaoling is the mausoleum of the Hongwu Emperor, the founder of the Ming dynasty. It lies at the southern foot of Purple Mountain, located east of the historical centre of Nanjing. The legend says that in order to prevent robbery of the tomb, 13 identical processions of funeral troops start",365
Ming Xiaoling Mausoleum,China,chat,wikipedia_api+csv,"User: Tell me about Ming Xiaoling Mausoleum. Assistant: The Ming Xiaoling (Chinese: ; pinyin: M ng Xi o L ng; lit. 'Filial mausoleum of Ming') is the mausoleum of the Hongwu Emperor, the founder of the Ming dynasty. It lies at the southern foot of Purple Mountain, located east of the historical centre of Nanjing. The legend says that  User: Where is it? Assistant: Ming Xiaoling Mausoleum is in China, Asia.",409
Longmen Grottoes,China,dossier,curated_csv,"Site: Longmen Grottoes. Country: China. Continent: Asia. Era: 5th-10th century CE (midpoint 700 CE). Civilization: Wei to Tang Dynasty. Religion: Buddhism. Architecture: Rock-cut grotto architecture. Material: Limestone. Structure: 100,000+ statues & 2,300 caves. Preservation: Good. Popularity: High.",301
Longmen Grottoes,China,qa,curated_csv,"Question: Where is Longmen Grottoes? Answer: Longmen Grottoes is in China, Asia.",80
Longmen Grottoes,China,qa,curated_csv,Question: What is the architecture of Longmen Grottoes? Answer: Rock-cut grotto architecture using Limestone.,109
Longmen Grottoes,China,qa,curated_csv,"Question: What era is Longmen Grottoes from? Answer: Longmen Grottoes belongs to the 5th-10th century CE era, associated with Wei to Tang Dynasty.",146
Longmen Grottoes,China,qa,curated_csv,"Question: What religion is linked to Longmen Grottoes? Answer: Buddhism. Structure type: 100,000+ statues & 2,300 caves. Preservation: Good.",140
Longmen Grottoes,China,qa,curated_csv,"Question: Tell me about Longmen Grottoes. Answer: Site: Longmen Grottoes. Country: China. Continent: Asia. Era: 5th-10th century CE (midpoint 700 CE). Civilization: Wei to Tang Dynasty. Religion: Buddhism. Architecture: Rock-cut grotto architecture. Material: Limestone. Structure: 100,000+ statues & 2,300 caves. Preservation: Good. Popularity: High.",351
Longmen Grottoes,China,qa,wikipedia_rest,"Question: Summarize Longmen Grottoes. Answer: The Longmen Grottoes or Longmen Caves are some of the finest examples of Chinese Buddhist art. Housing tens of thousands of statues of Shakyamuni Buddha and his disciples, they are located 12 kilometres (7.5 mi) south of present-day Luoyang in Henan province, China. The images, many once painted, were carved as outside rock reliefs and inside artif",396
Longmen Grottoes,China,qa,wikipedia_rest,"Question: What is special about Longmen Grottoes? Answer: The Longmen Grottoes or Longmen Caves are some of the finest examples of Chinese Buddhist art. Housing tens of thousands of statues of Shakyamuni Buddha and his disciples, they are located 12 kilometres (7.5 mi) south of present-day Luoyang in Henan province, China. The images, many once painted, we",358
Longmen Grottoes,China,chat,wikipedia_api+csv,"User: Tell me about Longmen Grottoes. Assistant: The Longmen Grottoes (simplified Chinese: ; traditional Chinese: ; pinyin: L ngm n Sh k ; lit. 'Dragon's Gate Grottoes') or Longmen Caves are some of the finest examples of Chinese Buddhist art. Housing tens of thousands of statues of Shakyamuni Buddha and his disciples, they are User: Where is it? Assistant: Longmen Grottoes is in China, Asia.",395
Temple of Heaven,China,dossier,curated_csv,"Site: Temple of Heaven. Country: China. Continent: Asia. Era: 15th century CE (midpoint 1500 CE). Civilization: Ming Dynasty. Religion: Heaven Worship / Confucian. Architecture: Chinese ceremonial architecture. Material: Wood, stone. Structure: Ceremonial temples & altars. Preservation: Excellent. Popularity: Very high.",321
