site_name,country,text_type,source,text,chars
Sanchi Stupa,India,chat,wikipedia_api+csv,"User: Tell me about Sanchi Stupa. Assistant: Sanchi Stupa is a Buddhist complex, famous for its Great Stupa, on a hilltop at Sanchi Town in Raisen District of the State of Madhya Pradesh, India. It is located about 23 kilometres from Raisen town, the district headquarters and 46 kilometres (29 mi) northeast of Bhopal, capit User: Where is it? Assistant: Sanchi Stupa is in India, Asia.",387
Sanchi Stupa,India,qa,wikipedia_api,"Question: Give a detailed overview of Sanchi Stupa. Answer: Sanchi Stupa is a Buddhist complex, famous for its Great Stupa, on a hilltop at Sanchi Town in Raisen District of the State of Madhya Pradesh, India. It is located about 23 kilometres from Raisen town, the district headquarters and 46 kilometres (29 mi) northeast of Bhopal, capital of Madhya Pradesh. The Great Stupa at Sanchi is one of the oldest stone structures in India, and an important monumen",460
Temple of the Winged Lions,Jordan,dossier,curated_csv,Site: Temple of the Winged Lions. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Nabataean . Architecture: Nabataean temple architecture. Material: Sandstone . Structure: Temple complex with cult rooms. Preservation: Moderate. Popularity: Low-Moderate.,320
Temple of the Winged Lions,Jordan,qa,curated_csv,"Question: Where is Temple of the Winged Lions? Answer: Temple of the Winged Lions is in Jordan, Asia.",101
Temple of the Winged Lions,Jordan,qa,curated_csv,Question: What is the architecture of Temple of the Winged Lions? Answer: Nabataean temple architecture using Sandstone.,120
Temple of the Winged Lions,Jordan,qa,curated_csv,"Question: What era is Temple of the Winged Lions from? Answer: Temple of the Winged Lions belongs to the 1st century AD era, associated with Nabataean Kingdom.",159
Temple of the Winged Lions,Jordan,qa,curated_csv,Question: What religion is linked to Temple of the Winged Lions? Answer: Nabataean. Structure type: Temple complex with cult rooms. Preservation: Moderate.,155
Temple of the Winged Lions,Jordan,qa,curated_csv,Question: Tell me about Temple of the Winged Lions. Answer: Site: Temple of the Winged Lions. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Nabataean . Architecture: Nabataean temple architecture. Material: Sandstone . Structure: Temple complex with cult rooms. Preservation: Moderate. Popularity: Low-Moderate.,380
Temple of the Winged Lions,Jordan,wiki_summary,wikipedia_rest,"Background (Temple of the Winged Lions): The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV. The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting of two majestic temples, the Qasr al-Bint and, opposite, the Temple of the Winged Lions on the northern bank of Wadi Musa.",429
Temple of the Winged Lions,Jordan,qa,wikipedia_rest,"Question: Summarize Temple of the Winged Lions. Answer: The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV. The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting of two majestic temples, the Qasr al-Bint and, opposite, the Temple of the Winged Li",406
Temple of the Winged Lions,Jordan,qa,wikipedia_rest,"Question: What is special about Temple of the Winged Lions? Answer: The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV. The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting of two majestic temples, the Qasr ",368
Temple of the Winged Lions,Jordan,wiki_extract,wikipedia_api,"Background (Temple of the Winged Lions, Wikipedia extract): The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV (9 BCE 40 CE). The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting of two majestic temples, the Qasr al-Bint and, opposite, the Temple of the Winged Lions on the northern bank of Wadi Musa. The temple is likely dedicated to the supreme goddess figure of the Nabateans, but the exact identity of this goddess is uncertain. Temple of Winged Lions was ultimately destroyed in the massive earthquake of 363 CE. Analyses of the architecture, goods, and practices associated with the Temple of the Winged Lions afford valuable insights into Nabataean religion, economy, and culture. Inscription found at the temple offer a glimpse into the details of Nabataean law and order associated with re",960
Temple of the Winged Lions,Jordan,chat,wikipedia_api+csv,"User: Tell me about Temple of the Winged Lions. Assistant: The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV (9 BCE 40 CE). The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting  User: Where is it? Assistant: Temple of the Winged Lions is in Jordan, Asia.",416
Temple of the Winged Lions,Jordan,qa,wikipedia_api,"Question: Give a detailed overview of Temple of the Winged Lions. Answer: The Temple of the Winged Lions is a large Nabatean temple complex located in Petra, Jordan, and dated to the reign of King Aretas IV (9 BCE 40 CE). The temple is located in Petra's so-called Sacred Quarter, an area situated at the end of Petra's main Colonnaded Street consisting of two majestic temples, the Qasr al-Bint and, opposite, the Temple of the Winged Lions on the northern bank of Wadi Mus",474
Blue Pillar Chapel,Jordan,dossier,curated_csv,Site: Blue Pillar Chapel. Country: Jordan. Continent: Asia. Era: 5th century AD (midpoint 450 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Rock-cut chapel architecture. Material: Sandstone. Structure: Chapel structure. Preservation: Moderate. Popularity: Low.,287
Blue Pillar Chapel,Jordan,qa,curated_csv,"Question: Where is Blue Pillar Chapel? Answer: Blue Pillar Chapel is in Jordan, Asia.",85
Blue Pillar Chapel,Jordan,qa,curated_csv,Question: What is the architecture of Blue Pillar Chapel? Answer: Rock-cut chapel architecture using Sandstone.,111
Blue Pillar Chapel,Jordan,qa,curated_csv,"Question: What era is Blue Pillar Chapel from? Answer: Blue Pillar Chapel belongs to the 5th century AD era, associated with Nabataean Kingdom.",143
Blue Pillar Chapel,Jordan,qa,curated_csv,Question: What religion is linked to Blue Pillar Chapel? Answer: Nabataean. Structure type: Chapel structure. Preservation: Moderate.,133
Blue Pillar Chapel,Jordan,qa,curated_csv,Question: Tell me about Blue Pillar Chapel. Answer: Site: Blue Pillar Chapel. Country: Jordan. Continent: Asia. Era: 5th century AD (midpoint 450 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Rock-cut chapel architecture. Material: Sandstone. Structure: Chapel structure. Preservation: Moderate. Popularity: Low.,339
Obelisk Tomb & Bab as-Siq,Jordan,dossier,curated_csv,Site: Obelisk Tomb & Bab as-Siq. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Tomb and monumental. Preservation: Good. Popularity: Moderate-High.,296
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,"Question: Where is Obelisk Tomb & Bab as-Siq? Answer: Obelisk Tomb & Bab as-Siq is in Jordan, Asia.",99
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,Question: What is the architecture of Obelisk Tomb & Bab as-Siq? Answer: Nabataean rock-cut tomb using Sandstone.,113
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,"Question: What era is Obelisk Tomb & Bab as-Siq from? Answer: Obelisk Tomb & Bab as-Siq belongs to the 1st century AD era, associated with Nabataean Kingdom.",157
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,Question: What religion is linked to Obelisk Tomb & Bab as-Siq? Answer: Funerary. Structure type: Tomb and monumental. Preservation: Good.,138
Obelisk Tomb & Bab as-Siq,Jordan,qa,curated_csv,Question: Tell me about Obelisk Tomb & Bab as-Siq. Answer: Site: Obelisk Tomb & Bab as-Siq. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Tomb and monumental. Preservation: Good. Popularity: Moderate-High.,355
The Royal Tombs,Jordan,dossier,curated_csv,Site: The Royal Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Series of royal tombs. Preservation: Moderate. Popularity: Moderate.,305
The Royal Tombs,Jordan,qa,curated_csv,"Question: Where is The Royal Tombs? Answer: The Royal Tombs is in Jordan, Asia.",79
The Royal Tombs,Jordan,qa,curated_csv,Question: What is the architecture of The Royal Tombs? Answer: Nabataean rock-cut tomb using Sandstone.,103
The Royal Tombs,Jordan,qa,curated_csv,"Question: What era is The Royal Tombs from? Answer: The Royal Tombs belongs to the 1st century BCE - 2nd century CE era, associated with Nabataean Kingdom.",155
The Royal Tombs,Jordan,qa,curated_csv,Question: What religion is linked to The Royal Tombs? Answer: Funerary. Structure type: Series of royal tombs. Preservation: Moderate.,134
The Royal Tombs,Jordan,qa,curated_csv,Question: Tell me about The Royal Tombs. Answer: Site: The Royal Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Series of royal tombs. Preservation: Moderate. Popularity: Moderate.,354
The Temenos Gate,Jordan,dossier,curated_csv,Site: The Temenos Gate. Country: Jordan. Continent: Asia. Era: 1st - 2nd century AD (midpoint 100 AD). Civilization: Roman . Religion: Roman / Nabataean. Architecture: Masonry & sandstone. Material: Sandstone. Structure: triple-arched gateway. Preservation: Moderate. Popularity: Low-Moderate.,293
The Temenos Gate,Jordan,qa,curated_csv,"Question: Where is The Temenos Gate? Answer: The Temenos Gate is in Jordan, Asia.",81
The Temenos Gate,Jordan,qa,curated_csv,Question: What is the architecture of The Temenos Gate? Answer: Masonry & sandstone using Sandstone.,100
The Temenos Gate,Jordan,qa,curated_csv,"Question: What era is The Temenos Gate from? Answer: The Temenos Gate belongs to the 1st - 2nd century AD era, associated with Roman.",133
The Temenos Gate,Jordan,qa,curated_csv,Question: What religion is linked to The Temenos Gate? Answer: Roman / Nabataean. Structure type: triple-arched gateway. Preservation: Moderate.,144
The Temenos Gate,Jordan,qa,curated_csv,Question: Tell me about The Temenos Gate. Answer: Site: The Temenos Gate. Country: Jordan. Continent: Asia. Era: 1st - 2nd century AD (midpoint 100 AD). Civilization: Roman . Religion: Roman / Nabataean. Architecture: Masonry & sandstone. Material: Sandstone. Structure: triple-arched gateway. Preservation: Moderate. Popularity: Low-Moderate.,343
The Nabataean Theatre,Jordan,dossier,curated_csv,"Site: The Nabataean Theatre. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Theatre. Architecture: Rock-cut, masonry. Material: Sandstone. Structure: Carved amphitheater. Preservation: Good. Popularity: High.",276
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: Where is The Nabataean Theatre? Answer: The Nabataean Theatre is in Jordan, Asia.",91
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: What is the architecture of The Nabataean Theatre? Answer: Rock-cut, masonry using Sandstone.",103
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: What era is The Nabataean Theatre from? Answer: The Nabataean Theatre belongs to the 1st century AD era, associated with Nabataean Kingdom.",149
The Nabataean Theatre,Jordan,qa,curated_csv,Question: What religion is linked to The Nabataean Theatre? Answer: Theatre. Structure type: Carved amphitheater. Preservation: Good.,133
The Nabataean Theatre,Jordan,qa,curated_csv,"Question: Tell me about The Nabataean Theatre. Answer: Site: The Nabataean Theatre. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Theatre. Architecture: Rock-cut, masonry. Material: Sandstone. Structure: Carved amphitheater. Preservation: Good. Popularity: High.",331
Facade Tombs,Jordan,dossier,curated_csv,Site: Facade Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Multiple tomb. Preservation: Good. Popularity: Moderate.,290
Facade Tombs,Jordan,qa,curated_csv,"Question: Where is Facade Tombs? Answer: Facade Tombs is in Jordan, Asia.",73
Facade Tombs,Jordan,qa,curated_csv,Question: What is the architecture of Facade Tombs? Answer: Nabataean rock-cut tomb using Sandstone.,100
Facade Tombs,Jordan,qa,curated_csv,"Question: What era is Facade Tombs from? Answer: Facade Tombs belongs to the 1st century BCE - 2nd century CE era, associated with Nabataean Kingdom.",149
Facade Tombs,Jordan,qa,curated_csv,Question: What religion is linked to Facade Tombs? Answer: Funerary. Structure type: Multiple tomb. Preservation: Good.,119
Facade Tombs,Jordan,qa,curated_csv,Question: Tell me about Facade Tombs. Answer: Site: Facade Tombs. Country: Jordan. Continent: Asia. Era: 1st century BCE - 2nd century CE (midpoint 50 CE). Civilization: Nabataean Kingdom. Religion: Funerary. Architecture: Nabataean rock-cut tomb. Material: Sandstone. Structure: Multiple tomb. Preservation: Good. Popularity: Moderate.,336
Al-Khazneh,Jordan,dossier,curated_csv,"Site: Al-Khazneh. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Sandstone rock-cut. Material: Sandstone. Structure: Carved facade, treasury. Preservation: Excellent. Popularity: Very high.",282
Al-Khazneh,Jordan,qa,curated_csv,"Question: Where is Al-Khazneh? Answer: Al-Khazneh is in Jordan, Asia.",69
Al-Khazneh,Jordan,qa,curated_csv,Question: What is the architecture of Al-Khazneh? Answer: Sandstone rock-cut using Sandstone.,93
Al-Khazneh,Jordan,qa,curated_csv,"Question: What era is Al-Khazneh from? Answer: Al-Khazneh belongs to the 1st century AD era, associated with Nabataean Kingdom.",127
Al-Khazneh,Jordan,qa,curated_csv,"Question: What religion is linked to Al-Khazneh? Answer: Nabataean. Structure type: Carved facade, treasury. Preservation: Excellent.",133
Al-Khazneh,Jordan,qa,curated_csv,"Question: Tell me about Al-Khazneh. Answer: Site: Al-Khazneh. Country: Jordan. Continent: Asia. Era: 1st century AD (midpoint 50 AD). Civilization: Nabataean Kingdom. Religion: Nabataean. Architecture: Sandstone rock-cut. Material: Sandstone. Structure: Carved facade, treasury. Preservation: Excellent. Popularity: Very high.",326
Al-Khazneh,Jordan,wiki_summary,wikipedia_rest,"Background (Al-Khazneh): Al-Khazneh, also known as Khaznat el-Far'oun, is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings in this ancient town, including the Monastery, this structure was carved out of a sandstone rock face.",335
Al-Khazneh,Jordan,qa,wikipedia_rest,"Question: Summarize Al-Khazneh. Answer: Al-Khazneh, also known as Khaznat el-Far'oun, is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings in this ancient town, including the Monastery, this structure was carved out of a sandstone rock face.",350
Al-Khazneh,Jordan,qa,wikipedia_rest,"Question: What is special about Al-Khazneh? Answer: Al-Khazneh, also known as Khaznat el-Far'oun, is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings in this ancient town, including the Monastery, this structure was carved out of a sandstone ",352
Al-Khazneh,Jordan,wiki_extract,wikipedia_api,"Background (Al-Khazneh, Wikipedia extract): Al-Khazneh (Arabic: ; IPA: [al.xaz.na], ""The Treasury""), also known as Khaznat el-Far'oun (treasury of the pharaoh), is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings in this ancient town, including the Monastery (Arabic: Ad Deir), this structure was carved out of a sandstone rock face. It is thought that Al-Khazneh was built as a mausoleum and crypt at the beginning of the 1st century AD during the reign of Aretas IV Philopatris. It is one of the most popular tourist attractions in both Jordan and the region. == Name == Al-Khazneh means ""The Treasury"" in Arabic, a name derived from legends regarding the decorative stone urn high on the second level, which in reality is solid sandstone. It came to be called ""Al-Khazneh"" in the early 19th century by the area's Bedouins as they h",944
Al-Khazneh,Jordan,chat,wikipedia_api+csv,"User: Tell me about Al-Khazneh. Assistant: Al-Khazneh (Arabic: ; IPA: [al.xaz.na], ""The Treasury""), also known as Khaznat el-Far'oun (treasury of the pharaoh), is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings i User: Where is it? Assistant: Al-Khazneh is in Jordan, Asia.",384
Al-Khazneh,Jordan,qa,wikipedia_api,"Question: Give a detailed overview of Al-Khazneh. Answer: Al-Khazneh (Arabic: ; IPA: [al.xaz.na], ""The Treasury""), also known as Khaznat el-Far'oun (treasury of the pharaoh), is one of the most elaborate rock-cut tombs in Petra, a city of the Nabatean Kingdom inhabited by the Arabs in ancient times. As with most of the other buildings in this ancient town, including the Monastery (Arabic: Ad Deir), this structure was carved out of a sandstone rock face. ",458
Great Wall of China,China,dossier,curated_csv,"Site: Great Wall of China. Country: China. Continent: Asia. Era: 7th century BCE - 16th century CE (midpoint 500 CE). Civilization: Ming & Qing Dynasties. Religion: Secular. Architecture: Military Defensive fortification. Material: Stone, brick. Structure: Wall system with watchtowers. Preservation: Good. Popularity: Very high.",329
Great Wall of China,China,qa,curated_csv,"Question: Where is Great Wall of China? Answer: Great Wall of China is in China, Asia.",86
Great Wall of China,China,qa,curated_csv,"Question: What is the architecture of Great Wall of China? Answer: Military Defensive fortification using Stone, brick.",119
Great Wall of China,China,qa,curated_csv,"Question: What era is Great Wall of China from? Answer: Great Wall of China belongs to the 7th century BCE - 16th century CE era, associated with Ming & Qing Dynasties.",168
Great Wall of China,China,qa,curated_csv,Question: What religion is linked to Great Wall of China? Answer: Secular. Structure type: Wall system with watchtowers. Preservation: Good.,140
Great Wall of China,China,qa,curated_csv,"Question: Tell me about Great Wall of China. Answer: Site: Great Wall of China. Country: China. Continent: Asia. Era: 7th century BCE - 16th century CE (midpoint 500 CE). Civilization: Ming & Qing Dynasties. Religion: Secular. Architecture: Military Defensive fortification. Material: Stone, brick. Structure: Wall system with watchtowers. Preservation: Good. Popularity: Very high.",382
Great Wall of China,China,wiki_summary,wikipedia_rest,Background (Great Wall of China): The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined together in the Qin dynasty. Successive dynasties expanded the wall system; the best-known sections were built by the Ming dynasty (1368 1644).,474
Great Wall of China,China,qa,wikipedia_rest,Question: Summarize Great Wall of China. Answer: The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined together in the Qin dynasty. Successive dynasties exp,399
Great Wall of China,China,qa,wikipedia_rest,Question: What is special about Great Wall of China? Answer: The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined tog,361
Great Wall of China,China,wiki_extract,wikipedia_api,"Background (Great Wall of China, Wikipedia extract): The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined together in the Qin dynasty. Successive dynasties expanded the wall system; the best-known sections were built by the Ming dynasty (1368 1644). To aid in defense, the Great Wall utilized watchtowers, troop barracks, garrison stations, signaling capabilities through the means of smoke or fire, and its status as a transportation corridor. Other purposes of the Great Wall have included border controls (allowing control of immigration and emigration, and the imposition of duties on goods transported along the Silk Road), and the regulation of trade. The collective fortifications constituting the Grea",953
Great Wall of China,China,chat,wikipedia_api+csv,"User: Tell me about Great Wall of China. Assistant: The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; t User: Where is it? Assistant: Great Wall of China is in China, Asia.",401
Great Wall of China,China,qa,wikipedia_api,Question: Give a detailed overview of Great Wall of China. Answer: The Great Wall of China is a series of fortifications in China. They were built across the historical northern borders of ancient Chinese states and Imperial China as protection against various nomadic groups from the Eurasian Steppe. The first walls date to the 7th century BC; these were joined together in the Qin dynasty. Successive dynasties expanded the wall system; the best-known sections wer,467
Forbidden City,China,dossier,curated_csv,"Site: Forbidden City. Country: China. Continent: Asia. Era: 15th century CE (midpoint 1500 CE). Civilization: Ming & Qing Dynasties. Religion: Confucian. Architecture: Imperial Chinese palace architecture. Material: Wood, stone. Structure: Palace complex with courtyards. Preservation: Excellent. Popularity: Very high.",319
Forbidden City,China,qa,curated_csv,"Question: Where is Forbidden City? Answer: Forbidden City is in China, Asia.",76
Forbidden City,China,qa,curated_csv,"Question: What is the architecture of Forbidden City? Answer: Imperial Chinese palace architecture using Wood, stone.",117
Forbidden City,China,qa,curated_csv,"Question: What era is Forbidden City from? Answer: Forbidden City belongs to the 15th century CE era, associated with Ming & Qing Dynasties.",140
Forbidden City,China,qa,curated_csv,Question: What religion is linked to Forbidden City? Answer: Confucian. Structure type: Palace complex with courtyards. Preservation: Excellent.,144
Forbidden City,China,qa,curated_csv,"Question: Tell me about Forbidden City. Answer: Site: Forbidden City. Country: China. Continent: Asia. Era: 15th century CE (midpoint 1500 CE). Civilization: Ming & Qing Dynasties. Religion: Confucian. Architecture: Imperial Chinese palace architecture. Material: Wood, stone. Structure: Palace complex with courtyards. Preservation: Excellent. Popularity: Very high.",367
Forbidden City,China,wiki_summary,wikipedia_rest,"Background (Forbidden City): The Forbidden City is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The palace is now administered by the Palace Museum and has been a UNESCO World Heritage Site since 1987. The Forbidden City is one of the most famous palaces in all of Chinese history, and is the largest preserved royal palace complex still standing in th",529
Forbidden City,China,qa,wikipedia_rest,"Question: Summarize Forbidden City. Answer: The Forbidden City is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The palace is now administered by the Palace Museum and has been a UNESCO World Heritage Site since 1987. ",394
Forbidden City,China,qa,wikipedia_rest,"Question: What is special about Forbidden City? Answer: The Forbidden City is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The palace is now administered by the Palace Museum and ",356
Forbidden City,China,wiki_extract,wikipedia_api,"Background (Forbidden City, Wikipedia extract): The Forbidden City (Chinese: ; pinyin: Z j nch ng) is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The palace is now administered by the Palace Museum and has been a UNESCO World Heritage Site since 1987. The Forbidden City is one of the most famous palaces in all of Chinese history, and is the largest preserved royal palace complex still standing in the world. The Forbidden City was constructed from 1406 to 1420, and was the imperial palace and winter residence of the Emperor of China from the Ming dynasty (since the Yongle Emperor) to the end of the Qing dynasty, between 1420 and 1924. The Forbidden City served as the home of Chinese emperors and their households and was the ceremonial and political center of th",948
Forbidden City,China,chat,wikipedia_api+csv,"User: Tell me about Forbidden City. Assistant: The Forbidden City (Chinese: ; pinyin: Z j nch ng) is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The  User: Where is it? Assistant: Forbidden City is in China, Asia.",391
Forbidden City,China,qa,wikipedia_api,"Question: Give a detailed overview of Forbidden City. Answer: The Forbidden City (Chinese: ; pinyin: Z j nch ng) is the imperial palace complex in the center of the Imperial City in Beijing, China. It was the residence of 24 Ming and Qing dynasty Emperors, and the center of political power in China for over 500 years from 1420 to 1924. The palace is now administered by the Palace Museum and has been a UNESCO World Heritage Site since 1987. The Forbidden City",462
Terracotta Army,China,dossier,curated_csv,"Site: Terracotta Army . Country: China. Continent: Asia. Era: 3rd century BCE (midpoint 220 BCE). Civilization: Qin Dynasty. Religion: Ancestor worship. Architecture: Funerary sculptural architecture. Material: Terracotta, earth. Structure: Pits containing life-size warriors. Preservation: Good. Popularity: Very high.",319
Terracotta Army,China,qa,curated_csv,"Question: Where is Terracotta Army? Answer: Terracotta Army is in China, Asia.",78
Terracotta Army,China,qa,curated_csv,"Question: What is the architecture of Terracotta Army? Answer: Funerary sculptural architecture using Terracotta, earth.",120
Terracotta Army,China,qa,curated_csv,"Question: What era is Terracotta Army from? Answer: Terracotta Army belongs to the 3rd century BCE era, associated with Qin Dynasty.",132
Terracotta Army,China,qa,curated_csv,Question: What religion is linked to Terracotta Army? Answer: Ancestor worship. Structure type: Pits containing life-size warriors. Preservation: Good.,151
Terracotta Army,China,qa,curated_csv,"Question: Tell me about Terracotta Army. Answer: Site: Terracotta Army . Country: China. Continent: Asia. Era: 3rd century BCE (midpoint 220 BCE). Civilization: Qin Dynasty. Religion: Ancestor worship. Architecture: Funerary sculptural architecture. Material: Terracotta, earth. Structure: Pits containing life-size warriors. Preservation: Good. Popularity: Very high.",368
Terracotta Army,China,wiki_summary,wikipedia_rest,"Background (Terracotta Army): The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife.",295
Terracotta Army,China,qa,wikipedia_rest,"Question: Summarize Terracotta Army. Answer: The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife.",310
Terracotta Army,China,qa,wikipedia_rest,"Question: What is special about Terracotta Army? Answer: The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife.",322
Terracotta Army,China,wiki_extract,wikipedia_api,"Background (Terracotta Army, Wikipedia extract): The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife. The figures, dating from approximately the late 200s BCE, were discovered in 1974 by local farmers in Lintong County, outside Xi'an, Shaanxi, China. The figures vary in height according to their rank, the tallest being the generals. The figures include warriors, chariots and horses. Estimates from 2007 were that the three pits containing the Terracotta Army hold more than 8,000 soldiers, 130 chariots with 520 horses, and 150 cavalry horses, the majority of which remain in situ. Other, non-military terracotta figures have since been found in other pits, including those of officials, acrobats, strongmen, and musicians. == Histor",949
Terracotta Army,China,chat,wikipedia_api+csv,"User: Tell me about Terracotta Army. Assistant: The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife. The figures, d User: Where is it? Assistant: Terracotta Army is in China, Asia.",393
Terracotta Army,China,qa,wikipedia_api,"Question: Give a detailed overview of Terracotta Army. Answer: The Terracotta Army is a collection of terracotta sculptures depicting the armies of Qin Shi Huang, the first emperor of China. It is a form of funerary art buried with the emperor in 210 209 BCE in his mausoleum with the purpose of protecting him in his afterlife. The figures, dating from approximately the late 200s BCE, were discovered in 1974 by local farmers in Lintong County, outside Xi'an, S",463
Mogao Caves,China,dossier,curated_csv,Site: Mogao Caves. Country: China. Continent: Asia. Era: 4th-14th century CE (midpoint 900 CE). Civilization: Ancient Chinese. Religion: Buddhism. Architecture: Rock-cut cave & mural architecture. Material: Sandstone. Structure: 492 caves with sculptures. Preservation: Good. Popularity: High.,293
